,Rxn_1,Rxn_2,Rxn_1_Class,Rxn_2_Class,Subsystem 1,Subsystem 2
56,G3PD2,GAPP,pFBAOpt_Rxns,MLE_Rxns,Alternate Carbon Metabolism,Alternate Carbon Metabolism
57,AACPS3,3OAR160,pFBAOpt_Rxns,MLE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
58,AACPS3,3OAS160,pFBAOpt_Rxns,MLE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
59,AACPS3,3HAD160,pFBAOpt_Rxns,MLE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
60,AACPS4,3OAS161,pFBAOpt_Rxns,MLE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
61,AACPS4,3HAD161,pFBAOpt_Rxns,MLE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
62,AACPS4,3OAR161,pFBAOpt_Rxns,MLE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
63,PRPPS,R1PK,pFBAOpt_Rxns,ELE_Rxns,Histidine Metabolism,Alternate Carbon Metabolism
64,PRPPS,R15BPK,pFBAOpt_Rxns,ELE_Rxns,Histidine Metabolism,Alternate Carbon Metabolism
65,PAPSR,GTHOr,pFBAOpt_Rxns,ELE_Rxns,Cysteine Metabolism,Cofactor and Prosthetic Group Biosynthesis
66,PAPSR,PAPSR2,pFBAOpt_Rxns,ELE_Rxns,Cysteine Metabolism,Cysteine Metabolism
67,PAPSR,GRXR,pFBAOpt_Rxns,ELE_Rxns,Cysteine Metabolism,Unassigned
68,GMPS,GMPS2,pFBAOpt_Rxns,MLE_Rxns,Purine and Pyrimidine Biosynthesis,Purine and Pyrimidine Biosynthesis
69,ACACT2r,3HAD80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
70,ACACT2r,3HAD40,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
71,ACACT2r,3OAS60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
72,ACACT2r,3OAR60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
73,ACACT2r,3OAR80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
74,ACACT2r,3OAS80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
75,ACACT2r,3OAS100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
76,ACACT2r,3OAR40,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
77,ACACT2r,3OAR100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
78,ACACT2r,3HAD60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
79,ACACT2r,3HAD100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
80,ACACT3r,3HAD80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
81,ACACT3r,3HAD40,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
82,ACACT3r,3OAS60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
83,ACACT3r,3OAR60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
84,ACACT3r,3OAR80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
85,ACACT3r,3OAS80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
86,ACACT3r,3OAS100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
87,ACACT3r,3OAR40,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
88,ACACT3r,3OAR100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
89,ACACT3r,3HAD60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
90,ACACT3r,3HAD100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
91,ACACT4r,3OAS100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
92,ACACT4r,3OAR100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
93,ACACT4r,3HAD100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
94,Kt2pp,Kabcpp,pFBAOpt_Rxns,MLE_Rxns,Inorganic Ion Transport and Metabolism,Inorganic Ion Transport and Metabolism
95,O2tpp,SUCCtex,pFBAOpt_Rxns,MLE_Rxns,Inorganic Ion Transport and Metabolism,"Transport, Outer Membrane Porin"
96,O2tpp,CPPPGO2,pFBAOpt_Rxns,MLE_Rxns,Inorganic Ion Transport and Metabolism,Cofactor and Prosthetic Group Biosynthesis
97,HACD1,3HAD80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
98,HACD1,3HAD40,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
99,HACD1,3OAS60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
100,HACD1,3OAR60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
101,HACD1,3OAR80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
102,HACD1,3OAS80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
103,HACD1,3OAS100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
104,HACD1,3OAR40,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
105,HACD1,3OAR100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
106,HACD1,3HAD60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
107,HACD1,3HAD100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
108,O2tex,SUCCtex,pFBAOpt_Rxns,MLE_Rxns,"Transport, Outer Membrane Porin","Transport, Outer Membrane Porin"
109,O2tex,CPPPGO2,pFBAOpt_Rxns,MLE_Rxns,"Transport, Outer Membrane Porin",Cofactor and Prosthetic Group Biosynthesis
110,HACD2,3HAD80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
111,HACD2,3HAD40,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
112,HACD2,3OAS60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
113,HACD2,3OAR60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
114,HACD2,3OAR80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
115,HACD2,3OAS80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
116,HACD2,3OAS100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
117,HACD2,3OAR40,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
118,HACD2,3OAR100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
119,HACD2,3HAD60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
120,HACD2,3HAD100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
121,GLCtex,GLCtex,pFBAOpt_Rxns,pFBAOpt_Rxns,"Transport, Outer Membrane Porin","Transport, Outer Membrane Porin"
122,FACOAE160,3OAR160,pFBAOpt_Rxns,MLE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
123,FACOAE160,3OAS160,pFBAOpt_Rxns,MLE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
124,FACOAE160,3HAD160,pFBAOpt_Rxns,MLE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
125,GLUDy,GLUSy,pFBAOpt_Rxns,MLE_Rxns,Glutamate Metabolism,Glutamate Metabolism
126,HACD3,3HAD80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
127,HACD3,3HAD40,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
128,HACD3,3OAS60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
129,HACD3,3OAR60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
130,HACD3,3OAR80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
131,HACD3,3OAS80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
132,HACD3,3OAS100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
133,HACD3,3OAR40,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
134,HACD3,3OAR100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
135,HACD3,3HAD60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
136,HACD3,3HAD100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
137,DUTPDP,DURIK1,pFBAOpt_Rxns,ELE_Rxns,Nucleotide Salvage Pathway,Nucleotide Salvage Pathway
138,ACACT1r,3HAD80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
139,ACACT1r,3HAD40,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
140,ACACT1r,3OAS60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
141,ACACT1r,3OAR60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
142,ACACT1r,3OAR80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
143,ACACT1r,3OAS80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
144,ACACT1r,3OAS100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
145,ACACT1r,3OAR40,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
146,ACACT1r,3OAR100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
147,ACACT1r,3HAD60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
148,ACACT1r,3HAD100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
149,AACPS7,3OAR120,pFBAOpt_Rxns,MLE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
150,AACPS7,3HAD120,pFBAOpt_Rxns,MLE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
151,AACPS7,3OAS120,pFBAOpt_Rxns,MLE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
152,FACOAE161,3OAS161,pFBAOpt_Rxns,MLE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
153,FACOAE161,3HAD161,pFBAOpt_Rxns,MLE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
154,FACOAE161,3OAR161,pFBAOpt_Rxns,MLE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
155,PPPGO3,PPPGO,pFBAOpt_Rxns,MLE_Rxns,Cofactor and Prosthetic Group Biosynthesis,Cofactor and Prosthetic Group Biosynthesis
156,PDX5PO2,PDX5POi,pFBAOpt_Rxns,MLE_Rxns,Cofactor and Prosthetic Group Biosynthesis,Cofactor and Prosthetic Group Biosynthesis
157,RPI,TALA,pFBAOpt_Rxns,ELE_Rxns,Pentose Phosphate Pathway,Pentose Phosphate Pathway
158,RPI,EDTXS1,pFBAOpt_Rxns,MLE_Rxns,Pentose Phosphate Pathway,Lipopolysaccharide Biosynthesis / Recycling
159,RPI,EDTXS2,pFBAOpt_Rxns,MLE_Rxns,Pentose Phosphate Pathway,Lipopolysaccharide Biosynthesis / Recycling
160,RPI,LIPAabcpp,pFBAOpt_Rxns,MLE_Rxns,Pentose Phosphate Pathway,Lipopolysaccharide Biosynthesis / Recycling
161,RPI,ENLIPAabctex,pFBAOpt_Rxns,MLE_Rxns,Pentose Phosphate Pathway,Lipopolysaccharide Biosynthesis / Recycling
162,FACOAE120,3OAR120,pFBAOpt_Rxns,MLE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
163,FACOAE120,3HAD120,pFBAOpt_Rxns,MLE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
164,FACOAE120,3OAS120,pFBAOpt_Rxns,MLE_Rxns,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis
165,SO4t2pp,SULabcpp,pFBAOpt_Rxns,MLE_Rxns,Inorganic Ion Transport and Metabolism,Inorganic Ion Transport and Metabolism
166,G3PAT160,APG3PAT160,pFBAOpt_Rxns,ELE_Rxns,Glycerophospholipid Metabolism,Glycerophospholipid Metabolism
167,G3PAT160,ACPPAT160,pFBAOpt_Rxns,ELE_Rxns,Glycerophospholipid Metabolism,Glycerophospholipid Metabolism
168,G3PAT161,ACPPAT161,pFBAOpt_Rxns,ELE_Rxns,Glycerophospholipid Metabolism,Glycerophospholipid Metabolism
169,G3PAT161,APG3PAT161,pFBAOpt_Rxns,ELE_Rxns,Glycerophospholipid Metabolism,Glycerophospholipid Metabolism
170,ZN2tpp,ZNabcpp,pFBAOpt_Rxns,MLE_Rxns,Inorganic Ion Transport and Metabolism,Inorganic Ion Transport and Metabolism
171,NI2tpp,NI2uabcpp,pFBAOpt_Rxns,MLE_Rxns,Inorganic Ion Transport and Metabolism,Inorganic Ion Transport and Metabolism
172,ACOAD3f,3HAD80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
173,ACOAD3f,3HAD40,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
174,ACOAD3f,3OAS60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
175,ACOAD3f,3OAR60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
176,ACOAD3f,3OAR80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
177,ACOAD3f,3OAS80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
178,ACOAD3f,3OAS100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
179,ACOAD3f,3OAR40,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
180,ACOAD3f,3OAR100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
181,ACOAD3f,3HAD60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
182,ACOAD3f,3HAD100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
183,ACOAD2f,3HAD80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
184,ACOAD2f,3HAD40,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
185,ACOAD2f,3OAS60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
186,ACOAD2f,3OAR60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
187,ACOAD2f,3OAR80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
188,ACOAD2f,3OAS80,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
189,ACOAD2f,3OAS100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
190,ACOAD2f,3OAR40,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
191,ACOAD2f,3OAR100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
192,ACOAD2f,3HAD60,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
193,ACOAD2f,3HAD100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
194,ACOAD4f,3OAS100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
195,ACOAD4f,3OAR100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
196,ACOAD4f,3HAD100,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
197,OPHHX3,OPHHXy,pFBAOpt_Rxns,MLE_Rxns,Cofactor and Prosthetic Group Biosynthesis,Cofactor and Prosthetic Group Biosynthesis
198,DALAt2pp,DALAtex,pFBAOpt_Rxns,MLE_Rxns,"Transport, Inner Membrane","Transport, Outer Membrane Porin"
199,MN2tpp,MNt2pp,pFBAOpt_Rxns,MLE_Rxns,Inorganic Ion Transport and Metabolism,"Transport, Inner Membrane"
200,CLt3_2pp,CLtipp,pFBAOpt_Rxns,MLE_Rxns,Inorganic Ion Transport and Metabolism,Inorganic Ion Transport and Metabolism
201,POR5,FLDR2,pFBAOpt_Rxns,MLE_Rxns,Pyruvate Metabolism,Unassigned
202,CTECOAI7,3OAS161,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
203,CTECOAI7,3HAD161,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
204,CTECOAI7,3OAR161,pFBAOpt_Rxns,MLE_Rxns,Membrane Lipid Metabolism,Cell Envelope Biosynthesis
205,RNTR1c2,NDPK8,pFBAOpt_Rxns,ELE_Rxns,Nucleotide Salvage Pathway,Nucleotide Salvage Pathway
206,RNTR2c2,NDPK5,pFBAOpt_Rxns,ELE_Rxns,Nucleotide Salvage Pathway,Nucleotide Salvage Pathway
