data31,data32,data33,data34,data35,data36,data37,data38,data39,data310,data311,data312,data313,data314,data315,data316,data317,data318,data319,data320,data321,data322,data323,data324,data325,data326,data327,data328,data329,data330,data331,data332,data333,data334,data335,data336,data337,data338,data339,data340,data341,data342,data343,data344,data345,data346,data347,data348,data349,data350,data351,data352,data353,data354,data355,data356,data357,data358,data359,data360,data361,data362,data363,data364,data365,data366,data367,data368,data369,data370,data371,data372,data373,data374,data375,data376,data377,data378,data379,data380,data381,data382,data383,data384,data385,data386,data387,data388,data389,data390,data391,data392,data393,data394,data395,data396,data397,data398,data399,data3100,data3101,data3102,data3103,data3104,data3105,data3106,data3107,data3108,data3109,data3110,data3111,data3112,data3113,data3114,data3115,data3116,data3117,data3118,data3119,data3120,data3121,data3122,data3123,data3124,data3125,data3126,data3127,data3128,data3129,data3130,data3131,data3132,data3133,data3134,data3135,data3136,data3137,data3138,data3139,data3140,data3141,data3142,data3143,data3144,data3145,data3146,data3147,data3148,data3149,data3150,data3151,data3152,data3153,data3154,data3155,data3156,data3157,data3158,data3159,data3160,data3161,data3162,data3163,data3164,data3165,data3166,data3167,data3168,data3169,data3170,data3171,data3172,data3173,data3174,data3175,data3176,data3177,data3178,data3179,data3180,data3181,data3182,data3183,data3184,data3185,data3186,data3187,data3188,data3189,data3190,data3191,data3192,data3193,data3194,data3195,data3196,data3197,data3198,data3199,data3200,data3201,data3202,data3203,data3204,data3205,data3206,data3207,data3208,data3209,data3210,data3211,data3212,data3213,data3214,data3215,data3216,data3217,data3218,data3219,data3220,data3221,data3222,data3223,data3224,data3225,data3226,data3227,data3228,data3229,data3230,data3231,data3232,data3233,data3234,data3235,data3236,data3237,data3238,data3239,data3240,data3241,data3242,data3243,data3244,data3245,data3246,data3247,data3248,data3249,data3250,data3251,data3252,data3253,data3254,data3255,data3256,data3257,data3258,data3259,data3260,data3261,data3262,data3263,data3264,data3265,data3266,data3267,data3268,data3269,data3270,data3271,data3272,data3273,data3274,data3275,data3276,data3277,data3278,data3279,data3280,data3281,data3282,data3283,data3284,data3285,data3286,data3287,data3288,data3289,data3290,data3291,data3292,data3293,data3294,data3295,data3296,data3297,data3298,data3299,data3300,data3301,data3302,data3303,data3304,data3305,data3306,data3307,data3308,data3309,data3310,data3311,data3312,data3313,data3314,data3315,data3316,data3317,data3318,data3319,data3320,data3321,data3322,data3323,data3324,data3325
Synthetic Lethal Pair,,Size of minReSet,Total flux difference(abs),Reactions in minReSet/ Flux difference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRPS1,TRPS2,10,0.101023409461804,DCTPD2,ACP1_FMN,EX_mal__L_e,BPNT,GND,MALt2r,PGL,TRPS1,TRPS2,TRPS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.89872531351182e-06,1.48149186032596e-06,1.01675151675806e-06,2.82789410325609e-06,1.12297984673651e-06,1.01675151675806e-06,1.05526764694997e-06,0.0336706632,0.0336706632,0.0336706632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRPS1,TRPS3,10,0.101023409461804,DCTPD2,ACP1_FMN,EX_mal__L_e,BPNT,GND,MALt2r,PGL,TRPS1,TRPS2,TRPS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.89872531351182e-06,1.48149186032596e-06,1.01675151675806e-06,2.82789410325609e-06,1.12297984673651e-06,1.01675151675806e-06,1.05526764694997e-06,0.0336706632,0.0336706632,0.0336706632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UREA,UREAt,151,1.90016231467004,CPPPGO,DAAD,ADPT,ADSK,EX_phe__L_e,EX_pheme_e,DB4PS,AKGt2r,AKO,DCTPD,ALAt2r,DCTPD2,ALCD2y,ACALDt,ACP1_FMN,ACPS,ACS,AMMQT6,ANS,ANS2,ADD,DHNAOT2,EX_fe2_e,APRAUR,EX_for_e,EX_fum_e,EX_glu__L_e,DHPPDA,ASNN,EX_h2o_e,EX_h_e,EX_hxan_e,ASPT,EX_lac__L_e,ASPt2r,EX_lys__L_e,EX_mal__L_e,DMATT,BPNT,DMPPS,EX_pyr_e,CCP,CDAPPA_HP,EX_ser__L_e,EX_so4_e,CDPMEK,CHORM,EX_thr__L_e,EX_trp__L_e,DPCOAK,EX_tyr__L_e,EX_urea_e,FADOX,EX_etoh_e,GART,FCLT,DUTPDP,DXPRIi,FE2abc,DXPS,EDA,EDD,FOLD3,FORt,ETOHt2r,GLUN,FTHFD,FTHFLi,GLUTRR,GLUTRS,FUMt3,G1SAT,GLUt2r,EX_acald_e,G6PDH1,G6PDH2r,GMPR,GND,GRTT,EX_akg_e,GTPCII,LYSt2r,L_LACt2r,LacR,H2Ot,MALt2r,EX_asp__L_e,HEMEti,HMBS,MECDPDH,MECDPS,MEPCT,HPPK,HSDy,HXPRT,HYXNt,ICHORS,NADPHQR,IPDPS,KAS15,NDPK6,LDH_D1,NDPK7,NO3t2,NO3t3,NPHS,PHETA1,PHEt2r,PMDPHT,OCTDPS,PPBNGS,SHSL4r,OXGDC2,SUCBZL,P5CR,SUCBZS,SUCFUMt,SULR,PAPSR,SULabc,TALA,PPND,PPNDH,THRD_L,PPPGO,THRt2r,TKT1,TRPS2,TRPS3,TRPt2r,TYRTA,TYRt2r,PROD2,PROabc,UPP3S,UPPDC1,UREA,UREAt,PTPATi,URIDK2r,PYRDC,PYRt2,RBFK,RBFSa,RBFSb,RNDR3,RNDR4,SADT2,SERD_L,SERt2r,SHCHCS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3.74015592668001e-06,0.0365643985524322,0.00465274179205055,0.000984814868321471,0.0188897170988147,3.7411848e-06,1.24706160000154e-05,0.0293339251105552,0.00054868653656584,0.00113829711705334,0.0212632168482134,0.000751171318069399,0.0357370212131976,0.0376275489703051,0.00131045657887557,0.00150268556517099,0.00058465352540138,3.74015592664915e-06,0.00287698356969035,0.0138697111821331,0.00562142633289633,3.74015592664915e-06,3.74015592668021e-06,6.23530800000771e-06,0.014311706653426,0.000505040615320203,0.0288787620470365,6.23530800000771e-06,0.00122524901433918,0.00712803942937488,0.11768312043939,0.0133470409022456,0.0393793459002106,0.01301684733586,0.0575282344674537,0.00611651556568243,0.000189317307203486,3.74015592664915e-06,0.000517870696849522,3.74015592664915e-06,0.0144520806932719,0.000647482224483298,0.00305936227170836,0.042652510743838,0.000984814868314837,2.99212474131932e-05,0.0258407624864302,0.00711660503571496,0.0109834677525629,0.00150267547568135,0.00700368940582156,0.15708654892056,0.026471891297577,0.0357370212131976,0.00811596901431545,3.74015592668001e-06,0.00407237359974068,2.99212474131932e-05,3.74015592668001e-06,2.99212474131932e-05,0.00102562310151379,0.00102562310151379,0.000800885139766276,0.014311706653426,0.0357370212131976,0.0167466947518235,0.00441944785470083,0.00180477000494968,2.99212474134401e-05,2.99212474134401e-05,0.00174008187336594,2.99212474134401e-05,0.0288787620470365,0.0376275489703051,0.0167873891264256,0.0166806462990656,0.00473405374997912,0.000918880274153766,3.74015592664915e-06,0.0293339251105552,6.23530800000771e-06,0.00611651556568243,0.01301684733586,0.01301684733586,0.00712803942937488,0.000189317307203486,0.0575282344674537,3.7411848e-06,3.74015592668001e-06,2.99212474131932e-05,2.99212474131932e-05,2.99212474131932e-05,0.000800885139766276,0.00610539373257335,0.0189684672351411,0.0133470409022448,3.74015592664915e-06,0.00515349314853594,2.6181091486544e-05,3.8236590787083e-05,0.00293407648268734,0.01301684733586,0.00113394155333205,0.00363924459355056,0.00363924459355056,3.74015592664915e-06,0.0188595368147617,0.0188897170988147,6.23530800000771e-06,3.74015592664915e-06,1.496062370672e-05,0.00246954711818606,3.74015592664915e-06,3.74015592664915e-06,0.0106772043576207,3.74015592664915e-06,0.00224512248868581,0.000984814868321471,0.000984814868321471,0.000984814868321471,0.00898206232800391,0.00698122567166848,0.0188595368147617,0.00246954711818606,3.74015592668001e-06,0.00711660503571496,0.00897630063741199,0.00366424253748091,0.00366424253748091,0.0109834677525629,0.00698122567166848,0.00700368940582156,0.0106411937914211,0.00656660361495454,3.74015592668001e-06,3.74015592668001e-06,0.1571297616,0.15708654892056,0.00150267547568135,0.0040766091282413,0.0733645701835027,0.0144520806932719,0.00130422127087556,1.24706160000154e-05,6.23530800000771e-06,0.00113394155333205,0.00114253264555396,0.000984814868321471,0.0487401624060437,0.042652510743838,3.74015592664915e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URIDK2r,DUTPDP,145,0.0739310616140452,CPPPGO,CS,ADSK,EX_phe__L_e,EX_pheme_e,DB4PS,AKGt2r,DCTPD,ALAt2r,DCTPD2,ALCD2y,ACALDt,ACONT,ACP1_FMN,ACPS,ACS,AMMQT6,ANS,ADD,DHNAOT2,EX_fe2_e,APRAUR,EX_fum_e,ARGSL,ARGSS,EX_glu__L_e,DHPPDA,ASNN,EX_h2co3_e,EX_h2o_e,EX_hxan_e,ASPT,EX_lac__L_e,ASPt2r,EX_lys__L_e,EX_mal__L_e,DMATT,BPNT,DMPPS,EX_orn_e,EX_pro__L_e,EX_pyr_e,CCP,CDAPPA_HP,EX_ser__L_e,EX_so4_e,CDPMEK,EX_thr__L_e,EX_trp__L_e,DPCOAK,EX_tyr__L_e,EX_etoh_e,GART,FCLT,DUTPDP,DXPRIi,FE2abc,DXPS,EDA,EDD,FMNAT,FOLD3,ETOHt2r,GLUN,FTHFD,GLUTRR,GLUTRS,FUMt3,G1SAT,GLUt2r,EX_acald_e,G6PDH1,G6PDH2r,GMPR,GND,GRTT,EX_akg_e,GTPCII,LYSt2r,L_LACt2r,LacR,H2CO3TP,H2Ot,MALt2r,EX_asp__L_e,HEMEti,HMBS,MECDPDH,MECDPS,MEPCT,HPPK,HXPRT,HYXNt,ICDHyr,ICHORS,NADPHQR,PGL,IPDPS,KAS15,NDPK6,LDH_D1,NDPK7,NO3t2,NO3t3,NPHS,PHEt2r,OCBT,PMDPHT,OCTDPS,PPBNGS,SHSL4r,ORNt2r,OXGDC2,SUCBZL,SUCBZS,SUCFUMt,SULR,PAPSR,SULabc,THRD_L,PPPGO,THRt2r,TRPS2,TRPS3,TRPt2r,TYRt2r,PROD2,PROabc,UPP3S,UPPDC1,UREA,PTPATi,URIDK2r,PUTA3,PYRDC,PYRt2,RBFK,RBFSa,RBFSb,RNDR3,RNDR4,SADT2,SERD_L,SERt2r,SHCHCS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3.7411848e-06,3.21071589767338e-05,2.80538042293062e-05,0.000342872850306972,3.73896476169565e-06,1.24706159994048e-05,2.87635040681015e-06,0.00188424560576118,6.10824208706617e-05,0.000948610732471641,6.45792871089506e-05,6.88052914229856e-05,3.21071589767338e-05,3.13797588643873e-05,0.000728585231723696,0.00156092159377279,3.74118479840035e-06,0.000263510993078711,0.000143670269565188,3.74118479840035e-06,3.7411848e-06,6.2353079997024e-06,9.69496898552085e-05,0.000288955846517308,0.000288955846517308,2.6640183658629e-05,6.2353079997024e-06,0.00139435605209973,0.000174315529875457,6.26270077666901e-05,0.00029604577976127,0.000107944093357241,4.15196623119798e-05,0.000114986661170906,0.000147082934549236,4.38743842846858e-05,3.74118479840035e-06,0.000756639035953002,3.74118479840035e-06,0.000121008932197686,0.000237149666989436,0.000197750243762017,2.39354542266782e-05,0.00134303005810185,0.000170971055203408,2.80538042293062e-05,2.99294783872028e-05,0.000128230355961885,0.000103369539891283,0.000728607062100362,0.00030719391591541,6.45792871089506e-05,5.46423583439224e-05,3.7411848e-06,0.0153920716023137,2.99294783872028e-05,3.7411848e-06,2.99294783872028e-05,0.000325604137829049,0.000325604137829049,6.2353079997024e-06,0.000963981295117301,6.45792871089506e-05,0.000443632791005318,0.000126771472685746,2.99294784e-05,2.99294784e-05,6.04925816186169e-06,2.99294784e-05,2.6640183658629e-05,6.88052914229856e-05,0.000119221877448984,5.19505594028524e-05,0.00068004938921612,0.000258332819782918,3.74118479840035e-06,2.87635040681015e-06,6.2353079997024e-06,0.000147082934549236,4.15196623119798e-05,4.15196623119798e-05,0.000174315529875457,6.26270077666901e-05,4.38743842846858e-05,0.000114986661170906,3.73896476169565e-06,3.7411848e-06,2.99294783872028e-05,2.99294783872028e-05,2.99294783872028e-05,0.000963981295117301,0.000152375213887335,0.00029604577976127,3.21071589767338e-05,3.74118479840035e-06,0.000176419777110169,6.72713180461318e-05,2.61882935888025e-05,8.25045168592886e-05,0.0135078259965526,4.15196623119798e-05,0.00187484744360609,7.44931712134594e-05,7.44931712134594e-05,3.74118479840035e-06,0.000342872850306972,0.000288955846517308,6.2353079997024e-06,3.74118479840035e-06,1.49647392e-05,0.000195275093779305,0.000121008932197686,3.74118479840035e-06,3.74118479840035e-06,3.74118479840035e-06,9.09004316933468e-05,2.80538042293062e-05,2.80538042293062e-05,2.80538042293062e-05,0.000195275093779305,3.7411848e-06,0.000128230355961885,2.77963983840376e-05,2.77963983840376e-05,0.000103369539891283,0.00030719391591541,1.71391871162108e-06,0.000186246470548213,3.7411848e-06,3.7411848e-06,0.000243473358504107,0.000728607062100362,0.01540121076,6.27205213758933e-05,4.22600431403503e-06,0.000197750243762017,3.76150668640897e-05,1.24706159994048e-05,6.2353079997024e-06,0.00187484744360609,0.00189338476344744,2.80538042293062e-05,0.000363428078502292,0.000170971055203408,3.74118479840035e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNDR4,DCTPD,144,0.138133947274323,CPPPGO,CS,CTPS1,DAAD,ADSK,EX_phe__L_e,EX_pheme_e,AHSERL2,AKGt2r,AKO,DCTPD,DCTPD2,ALAt4,ALCD2y,ACALDt,ACONT,ACP1_FMN,ACPS,ACS,AMMQT6,ANS,ADD,DHNAOT2,EX_fe2_e,EX_fum_e,ARGSL,ARGSS,EX_glu__L_e,ASNN,EX_h2o_e,EX_hxan_e,EX_lac__L_e,ASPt2r,EX_lys__L_e,EX_mal__L_e,DMATT,BPNT,DMPPS,EX_orn_e,EX_pro__L_e,EX_pyr_e,CCP,CDAPPA_HP,EX_ser__L_e,EX_so4_e,CDPMEK,EX_succ_e,EX_thr__L_e,EX_trp__L_e,DPCOAK,EX_tyr__L_e,FADOX,EX_etoh_e,GART,FCLT,DUTPDP,DXPRIi,FE2abc,DXPS,EDA,EDD,FOLD3,ETOHt2r,GLUN,FTHFD,GLUTRR,GLUTRS,FUMt3,G1SAT,GLUt2r,EX_acald_e,G6PDH1,G6PDH2r,GMPR,GND,GRTT,EX_akg_e,LYSt2r,L_LACt2r,LacR,H2Ot,MALt2r,EX_asp__L_e,HEMEti,HMBS,MECDPDH,MECDPS,MEPCT,HPPK,HXPRT,HYXNt,ICDHyr,ICHORS,NADPHQR,PGL,IPDPS,NDPK2,KAS15,NDPK3,NDPK6,LDH_D1,NDPK7,NO3t2,NO3t3,NPHS,PHEt2r,OCBT,OCTDPS,PPBNGS,SHSL4r,ORNt2r,OXGDC2,SPRMS,SUCBZL,SUCBZS,SUCCt2r,SUCFUMt,SULR,PAPSR,SULabc,THRD_L,PPPGO,THRt2r,TRPS2,TRPS3,TRPt2r,TYRt2r,PROD2,PROabc,UPP3S,UPPDC1,UREA,PTPATi,URIDK2r,PUTA3,PYRDC,PYRt2,RBFK,RNDR3,RNDR4,SADT2,SERD_L,SERt2r,SHCHCS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3.74204125246401e-06,7.57542424793343e-05,0.00766207032097033,1.86318421899713e-05,2.46025200508412e-05,0.000195988493069208,3.7400562e-06,8.65869521780166e-06,3.14437878446042e-05,1.10885567872417e-05,0.01539656469,0.00768440487852107,3.11392359435558e-05,6.33223708850613e-05,5.57266963963399e-06,7.57542424793343e-05,1.11656245649772e-05,0.000353259548209332,0.000825795430887255,3.74005619931436e-06,0.000154406440517698,6.28958521737694e-05,3.74005619931436e-06,3.74204125246401e-06,2.95111295896266e-05,9.32497713251323e-05,9.32497713251323e-05,5.50115228869555e-05,0.000645188659445961,2.52472899498045e-05,0.000193674276490577,3.50961697159333e-06,4.92870713055521e-05,0.000134319646974219,3.10654036554267e-05,3.74005619931436e-06,0.000328657028158491,3.74005619931436e-06,9.42410892473822e-05,0.000193409388884902,6.02369147990535e-05,1.88431924925681e-05,0.00297454367422385,0.000137488898710851,2.46025200495353e-05,2.99204495945149e-05,3.49402376167117e-05,8.65085317335035e-05,0.000122383283431157,0.00035327906789232,0.000175139960858231,1.05400988229923e-05,6.33223708850613e-05,5.48584225531056e-05,3.74204125246401e-06,0.00393444610767844,2.99204495945149e-05,3.74204125246401e-06,2.99204495945149e-05,0.00020920087370341,0.00020920087370341,0.000460894086156153,6.33223708850613e-05,0.000204295069780349,8.91147346012922e-05,2.99363300197121e-05,2.99363300197121e-05,3.40320082871874e-05,2.99363300197121e-05,5.50115228869555e-05,5.57266963963399e-06,9.83962765189917e-05,3.94015982854971e-05,0.00027994257483839,0.000150206195469915,3.74005619931436e-06,3.14437878446042e-05,0.00013431964697394,3.50961697159333e-06,3.50961697159333e-06,2.52472899498045e-05,3.10654036554267e-05,4.92870713055521e-05,3.7400562e-06,3.74204125246401e-06,2.99204495945149e-05,2.99204495945149e-05,2.99204495945149e-05,0.000460894086156153,0.000130778424319092,0.000193674276492861,7.57542424793343e-05,3.74005619931436e-06,0.000107398499103486,5.89946782334946e-05,2.61803933952006e-05,0.0152544349335767,7.37716075269919e-05,0.0124362663292959,0.0114621185823216,3.50961697159333e-06,0.0153881613012357,6.30890232120518e-05,6.30890232120518e-05,3.74005619931436e-06,0.00019598849306926,9.32497713251323e-05,3.74005619931436e-06,1.4968165009856e-05,9.74283187073072e-05,9.42410892473822e-05,3.74005619931436e-06,6.37557204260369e-06,3.74005619931436e-06,3.74005619931436e-06,2.86029002601023e-05,6.3543137876814e-05,2.46025200508412e-05,2.46025200508412e-05,2.46025200508412e-05,9.74283187073072e-05,3.74204125246401e-06,8.65085317335035e-05,3.48392704183492e-05,3.48392704183492e-05,0.000122383283431157,0.000175139960858231,2.99681342026268e-06,0.000134845783697378,3.74204125246401e-06,3.74204125246401e-06,7.88741286619667e-05,0.00035327906789232,0.00394261790698862,7.74680162416441e-05,6.88950405246953e-05,6.02369147990535e-05,1.11689329857503e-05,0.0153881613012357,0.0154047364893102,2.46025200508412e-05,0.000189240315758018,0.000137488898710851,3.74005619931436e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPE,GND,174,8.22111765917319,CPPPGO,CS,CTPS1,DAAD,ADPT,ADSK,ADSL1r,ADSS,DAPDC,EX_pheme_e,DAPE,AHCYSNS,AKGt2r,AKO,DCTPD,ALAt2r,DCTPD2,ALCD2y,ACALDt,ACONT,ACP1_FMN,DHDPRy,ACPS,DHDPS,ACS,AMMQT6,ANS,ANS2,ADD,DHNAOT2,EX_fe2_e,EX_fum_e,ARGSL,ARGSS,EX_glu__L_e,ASNN,DHPTDCs,EX_h2co3_e,EX_h2o_e,EX_hxan_e,ASPT,EX_lac__L_e,ASPt2r,EX_lys__L_e,EX_mal__L_e,DMATT,BPNT,DMPPS,EX_pro__L_e,EX_pyr_e,CAT,DM_hmfurn_c,CBPS,CCP,CDAPPA_HP,EX_ser__L_e,EX_so4_e,CDPMEK,EX_thr__L_e,DPCOAK,FADOX,EX_etoh_e,FBA,GART,FBP,FCLT,DUTPDP,DXPRIi,FE2abc,DXPS,EDA,EDD,FOLD3,ETOHt2r,GLUN,FRD5,FRDO,FTHFD,FTHFLi,FUM,GLUTRR,GLUTRS,FUMt3,G1SAT,GLUt2r,EX_acald_e,G5SADs,G6PDH1,G6PDH2r,GMPR,GND,GRTT,EX_akg_e,LYSt2r,L_LACt2r,LacR,H2CO3TP,H2Ot,MALt2r,EX_asp__L_e,HEMEti,HMBS,MECDPDH,MECDPS,MEPCT,HPPK,HSDy,HSERTA,HSK,HXPRT,HYXNt,ICDHyr,ICHORS,PGI,NADPHQR,PGL,IPDPS,NDPK1,KAS15,NDPK6,LDH_D1,NDPK7,NO3t2,NO3t3,NPHS,OCBT,OCTDPS,OOR3r,PPBNGS,ORNTA,SHSL4r,OXGDC2,SUCBZL,P5CD,P5CR,SUCBZS,SUCFUMt,SULR,PAPSR,SULabc,TALA,THDPS,THRD_L,PPPGO,THRS,THRt2r,TKT1,TKT2,TRDR,TRPS2,TRPS3,PROD2,PROabc,UPP3S,UPPDC1,UREA,PTPATi,URIDK2r,SK_ahcys_c,PUTA3,PYRDC,PYRt2,RBFK,RHCCE,RNDR3,RNDR4,RPE,RPI,SADT2,SDPDS,SDPTA,SERD_L,SERt2r,SHCHCS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
