2AGPEAT160
NDPK6
PDHa
PDHbr
NTD1
PDHcr
PDIMAS
PRAIS
PRAIi
PRAMPC
PDIMAT
NTD10
PDX5POi
NTD11
PEAMNO
PRASCSi
PRATPP
PEPCK_re
NTD2
PFK
PRDX
PREPHACPH
PFL
NTD3
PGAMT
PGCD
PGI
PREPPACPH
PREPTHS
PREPTHS2
NTD4
PREPTTA
PRFGS
PGK
PGL
PGLS
PGLYCP
PRMICI
PROD2
PROabc
PGM
PGMT
NTD5
PGPP160
PGPP160190
PROt2r
PRPPS
PGPP190
NTD6
PGPPT3
PSCVT
PSD160
PSERT
PGSA160
PGSA160190
NTD7
PGSA190
PHDCATA
PSP_L
PSSA160
NTD8
PTAr
PHDCAt
NTD9
PHETA1
PTPATi
PUNP1
PHEt2r
NTPP2
PHTHDLS
PHTHDLS2
PUNP2
PUNP3
PHTHS
PUNP4
PUNP5
PUNP6
PUNP7
PHTHS2
PHYCBOXL
PIabc
PLCD
PYAM5PO
PYDXNO
NTPP3
PYDXO
PYK
PLIPA1E160
PLIPA1E180
NTPP4
PMANM
PMDPHT
PYRDC
PMPK
PYRt2
NTPP5
QRr
PNCDC
PNTK
NTPP7
PPA
QULNS
NTPP8
R05217
R05219
PPAtr
NTPTP1
PPBNGS
R05224
RBFK
PPCDC
PPCOAC
PPDIMAS
RBFSa
RBFSb
RBK
RIBabc
RNDR1
PPDIMAT
PPDK
G6PP
NTPTP2
PPK2
RNDR2
RNDR3
RNDR4
PPNCL3
PPND
NTRIR2x
PPNDH
RNTR4
PPPGO
NTRIRx
PPTGS
RPE
RPI
PPTGS_TB1
RPPDIMAS
PPTGS_TB2
RRPPDIMAS
NTRIRy
RZ5PP
PRAGSr
SADH
O16RHAT
SADT
SDPDS
SDPTA
SERD_L
SERAT
O2t
SERD_D
TSULabc
SERt2r
SGDS
SGSAD
SHCHD2
OCBT
SHCHD3
SHCHF
TTDCAt2
TYRTA
OCDCAt2
SHK3Dr
SHKK
OCOAT1
SHSL1
SHSL4r
TYRt2r
UAAGDS
OMCDC
UAAGLS1
UAAGLS2
SKMt2
SOTA
OMPDC
SPMS
SPODM
UAGCVT
UAGDP
UAGPT1
UAGPT2
UAGPT3
SSALx
SSALy
SUCBZL
SUCBZS
UAMAGS
UAMAS
SUCCt2r
OPAH
SUCD1
SUCOAS
UAMRH
UAPGR
SULabc
UDCPDP
ORNTA
UDCPDPS
UDPDPS
UDPDPS2
TALA
TARTD
TARTRt7
TATS
TDMS1
UDPG4E
TDMS2
UDPGALM
ORNTAC
UDPGD
TDMS3
UGAGDS
TDMS4
ORNt
TDPDRE
TDPDRR
TDPGDH
THDPS
UGGPT3
UGLDDS1
UGLDDS2
UGMAGS
UGMAS
UGMDDS
UGMDDS2
THFGLUS
THMDP
UMPK
ORPT
UPP3MT
UPP3S
UPPDC1
THRD_L
THRS
THRt2r
UPPDC2
OXACOAL
UPPRT
THZPSN
OXCDC
TKT1
TKT2
UREA
OXGDC
URIDK2r
URIK2
TMDK1
TMDPP
TMDS
VALTA
VALt2r
XPPT
TMHAS1
TMHAS2
TMHAS3
TMHAS4
XYLK
P5CD
YUMPS
S7PI
GMHEPK
TMHAS5
TMHAS6
TMN
TMPK
HMEDS
HMEDR
P5CR
FRTT
MCITD
TMPPP
TPI
TRDR
TRE6PP
TRE6PS
MCITS
P5CRx
MICITDr
MCITL2
TRESULT
TREabc
TRIATS
GLNabc
TRPS1
TREP
PACt2r
HDECH
DTBTST
TRPS2
TRPS3
TRPTA
TRPt2r
IPDPUDCT
AHSERL2
PANTS
PYDXS
2O4EH
G6PDH3
PLPS
PAPA160
PDBL_3
PDBL_4
PAPPT1
EX_ni2_e
PAPPT2
PAPPT3
2PLS
PAPSR
PATS
PC
PC11M
PC17M
PC20M
PC6AR
PC6YM
PC8XM
PDE1
PDE4
FAD_5
FAD_6
FAD_7
FAD_8
FAD_9
HIPB
HIPA
CHOLCOA
ECHA191
FADE30
FAD_10
FAD_11
FAD_12
FAD_13
FAD_14
CYP3
CYP2
PRCOA1
NIt5
EX_mn2_e
LPPGS
DMHDRFS_1
LPFPLT
FADE281
GF4GL_0
FAD_15
GF4GL_1
FAD_16
CPMPS
FAD_17
FAD_20
FAD_18
FAD_19
FADD3
KSTD
FADD17
FAD_1
FAD_2
FAD_3
FAD_4
HSAC
HSAE
HIAA
IPDAB
FAD_25
FAD_26
FAD_27
KSH
ECHA193
CYP1
HIBD
FAD_21
ALDR
AL4D
MACCOAT
FAD_22
ACCOAC
MANT1
ARABT
HOAS
SR1
CHSTEROLt_1
FAD_23
MGSA
EX_chsterol_e
FAD_24
MOEA1
MPTAT
MOBA
ALCD22_L
GLYCS_I
GLYCS_II
MOAE1
FADE51
MOEB1
LCADi
CYST_II
MOBDabc
FADE52
MOBDabc_rev
NTP3
ISCS
PHBADA
HIAt
PHBADB
PHBADC
GLYTRS
SELCYSS
TYRTRS
PHBADD
PAPA1
BIOMASS__2
ECHA20
CHOL1
PAPA2
FADE282
HOPNTAL2
ECHA192
HSA
FADB3
FADB2
CHCD
HDAD
CHOD
MI3PS
NAGINSP
NAGINS
LAT
KGD2
ASPO6
ECOAH12
FADE233
BKDC
BKDA2
3HSA
GGTT
MMPL8
ACYP_2
GTPDPDP
PPGPPDP
3HBCOAHL
AKGDa
AKGDH
ACt2r_1
PKS2
MAS3
EX_nodcoa_e
EX_gln__L_e
NODCOAt
EX_4hba_e
4HBAt
EX_octscoa_e
OCTSCOAt
SIRA2
ATPM
VPAMTr
4ABZt
CHLabc_rev
GCALDD
EGTB
EGTC
EGTE
APSR
PYDXNtr
EX_pydxn_e
TMDS3
SHSL2r
MHUD1
OTSB1
GLYALDDr
FORt
MYCOPP
CYSK2_I
TMMYCO
MYCOE
CYSM_I
PPM1
CYSM_II
PEPA
NADDP
GLYCLTt
EX_glyclt_e
NMNAT
CYSO_I
EGTD
NO3t3
ROSFE
CYSO_II
MNabc_rev
ACONMT
MANPGH
ADOCBIAH
THMP
ADOCBLabc
COB2
EPH
FBPA
DGTP8DETOX
DGTP8OXO
GTP8OXO
TAG
LIPY
LIPW
CBL2OR
VIUB
DRBK
5DOAN
CHOLK
PC_TBt
AKGt2r_1
BIRA
MBTK3
ACCD3
EX_co_e
MBTG
PHEMEt
EX_pheme_e
ACCA3
MBTA3
GMHEPPA
ALCD19y
EX_pc_TB_e
HEMEOS
HEMEAS
GSEALD
ALCD2ir
CPPPGO2
DM_ergoth_c
DM_tbsinol_c
DM_isotbsinol_13S_c
DM_isotbsinol_13R_c
DM_psd5p_c
EX_hia_e
FPRA
COCO2
ACALDt
EX_acald_e
DM_cpppg1_c
DM_scys__L_c
DM_gmhep1p_c
NMO
ETOHt3
OCDCEAt
EX_ocdcea_e
UREAt_2
EX_etoh_e
MTAP
PKS122
PKS121
ORNDC
MBTA1
HACD9
ECOAH9ir
ACOADH1
BKDC1
MAK
GLGE
TREY
GLGB
GLGP
AMYL2
DHORDi
SHCHCS3
SEPHCHCS
SALSYN
APPLDHr
AOBUTDs
THRD
EX_adocbl_e
DMBI
BARB
HETZK
EX_mobd_e
TBSYNLDPS
TBSNLS1
TBSNLS2
TBSNLS3
3M2OPLOXRD
BPNT2
G3PD5
G3PD1ir
G3PT
DHORD2
PPAKr
PTA2
EMB
BTNTe
EX_btn_e
GLYDHDA
OPP
HEXTT
PPTT
